material,horizon,candidate,fold,order,seasonal_order,sMAPE
5,22,sarima_002_100_5,1,"(0, 0, 2)","(1, 0, 0, 5)",0.13764018794130742
5,22,sarima_002_100_5,2,"(0, 0, 2)","(1, 0, 0, 5)",0.18129914769745573
5,22,sarima_002_100_5,3,"(0, 0, 2)","(1, 0, 0, 5)",0.1453890614436571
5,22,sarima_002_100_5,4,"(0, 0, 2)","(1, 0, 0, 5)",0.15355559302171704
5,22,sarima_002_100_5,5,"(0, 0, 2)","(1, 0, 0, 5)",0.4441003311840988
5,22,sarima_002_100_5,6,"(0, 0, 2)","(1, 0, 0, 5)",0.0859469401208658
5,22,sarima_002_100_5,7,"(0, 0, 2)","(1, 0, 0, 5)",0.15181229370668597
5,22,sarima_002_100_5,8,"(0, 0, 2)","(1, 0, 0, 5)",0.17364355984739394
5,22,sarima_002_100_5,9,"(0, 0, 2)","(1, 0, 0, 5)",0.09369274342652617
5,22,sarima_002_100_5,10,"(0, 0, 2)","(1, 0, 0, 5)",0.1756263401233011
5,22,sarima_002_100_5,11,"(0, 0, 2)","(1, 0, 0, 5)",0.09491969813990998
5,22,sarima_002_100_5,12,"(0, 0, 2)","(1, 0, 0, 5)",0.10756495010001442
5,22,sarima_100_100_5,1,"(1, 0, 0)","(1, 0, 0, 5)",0.3115382424943357
5,22,sarima_100_100_5,2,"(1, 0, 0)","(1, 0, 0, 5)",0.16747643580770724
5,22,sarima_100_100_5,3,"(1, 0, 0)","(1, 0, 0, 5)",0.23091255216097312
5,22,sarima_100_100_5,4,"(1, 0, 0)","(1, 0, 0, 5)",0.15594352620955163
5,22,sarima_100_100_5,5,"(1, 0, 0)","(1, 0, 0, 5)",0.6838852255299115
5,22,sarima_100_100_5,6,"(1, 0, 0)","(1, 0, 0, 5)",0.18471622153481465
5,22,sarima_100_100_5,7,"(1, 0, 0)","(1, 0, 0, 5)",0.31083060012059943
5,22,sarima_100_100_5,8,"(1, 0, 0)","(1, 0, 0, 5)",0.16591764730207678
5,22,sarima_100_100_5,9,"(1, 0, 0)","(1, 0, 0, 5)",0.23557815160000792
5,22,sarima_100_100_5,10,"(1, 0, 0)","(1, 0, 0, 5)",0.38617342907474905
5,22,sarima_100_100_5,11,"(1, 0, 0)","(1, 0, 0, 5)",0.30081626723195
5,22,sarima_100_100_5,12,"(1, 0, 0)","(1, 0, 0, 5)",0.2766361738326875
6,22,arima_011,1,"(0, 1, 1)","(0, 0, 0, 0)",0.1130399775482332
6,22,arima_011,2,"(0, 1, 1)","(0, 0, 0, 0)",0.1389348884633098
6,22,arima_011,3,"(0, 1, 1)","(0, 0, 0, 0)",0.1521244016030988
6,22,arima_011,4,"(0, 1, 1)","(0, 0, 0, 0)",0.14670204923878663
6,22,arima_011,5,"(0, 1, 1)","(0, 0, 0, 0)",0.1947808369460344
6,22,arima_011,6,"(0, 1, 1)","(0, 0, 0, 0)",0.12223644661048554
6,22,arima_011,7,"(0, 1, 1)","(0, 0, 0, 0)",0.11667174465362043
6,22,arima_011,8,"(0, 1, 1)","(0, 0, 0, 0)",0.13892629880957436
6,22,arima_011,9,"(0, 1, 1)","(0, 0, 0, 0)",0.13064087693853604
6,22,arima_011,10,"(0, 1, 1)","(0, 0, 0, 0)",0.09389883652030598
6,22,arima_011,11,"(0, 1, 1)","(0, 0, 0, 0)",0.08484786763651501
6,22,arima_011,12,"(0, 1, 1)","(0, 0, 0, 0)",0.15892271196299249
6,22,arima_211,1,"(2, 1, 1)","(0, 0, 0, 0)",0.11408514191383946
6,22,arima_211,2,"(2, 1, 1)","(0, 0, 0, 0)",0.13539648252202247
6,22,arima_211,3,"(2, 1, 1)","(0, 0, 0, 0)",0.1480289263039307
6,22,arima_211,4,"(2, 1, 1)","(0, 0, 0, 0)",0.14659590097846895
6,22,arima_211,5,"(2, 1, 1)","(0, 0, 0, 0)",0.1982255598784757
6,22,arima_211,6,"(2, 1, 1)","(0, 0, 0, 0)",0.12265224897793357
6,22,arima_211,7,"(2, 1, 1)","(0, 0, 0, 0)",0.12198564912757667
6,22,arima_211,8,"(2, 1, 1)","(0, 0, 0, 0)",0.14116899736453667
6,22,arima_211,9,"(2, 1, 1)","(0, 0, 0, 0)",0.1344136960984002
6,22,arima_211,10,"(2, 1, 1)","(0, 0, 0, 0)",0.09299490624870872
6,22,arima_211,11,"(2, 1, 1)","(0, 0, 0, 0)",0.08815866734745077
6,22,arima_211,12,"(2, 1, 1)","(0, 0, 0, 0)",0.1590722716188762
6,22,sarima_011_200_5,1,"(0, 1, 1)","(2, 0, 0, 5)",0.113426658830269
6,22,sarima_011_200_5,2,"(0, 1, 1)","(2, 0, 0, 5)",0.13680945660220162
6,22,sarima_011_200_5,3,"(0, 1, 1)","(2, 0, 0, 5)",0.15296711664480053
6,22,sarima_011_200_5,4,"(0, 1, 1)","(2, 0, 0, 5)",0.1474117201073861
6,22,sarima_011_200_5,5,"(0, 1, 1)","(2, 0, 0, 5)",0.1940670543421859
6,22,sarima_011_200_5,6,"(0, 1, 1)","(2, 0, 0, 5)",0.12304664986633615
6,22,sarima_011_200_5,7,"(0, 1, 1)","(2, 0, 0, 5)",0.11647924728369792
6,22,sarima_011_200_5,8,"(0, 1, 1)","(2, 0, 0, 5)",0.13861762283338877
6,22,sarima_011_200_5,9,"(0, 1, 1)","(2, 0, 0, 5)",0.1295067681382132
6,22,sarima_011_200_5,10,"(0, 1, 1)","(2, 0, 0, 5)",0.09521560995209026
6,22,sarima_011_200_5,11,"(0, 1, 1)","(2, 0, 0, 5)",0.08469673200150567
6,22,sarima_011_200_5,12,"(0, 1, 1)","(2, 0, 0, 5)",0.15861750221235105
7,22,arima_011,1,"(0, 1, 1)","(0, 0, 0, 0)",0.24459838544620124
7,22,arima_011,2,"(0, 1, 1)","(0, 0, 0, 0)",0.23822486410165572
7,22,arima_011,3,"(0, 1, 1)","(0, 0, 0, 0)",0.1809862854373326
7,22,arima_011,4,"(0, 1, 1)","(0, 0, 0, 0)",0.28466365534996674
7,22,arima_011,5,"(0, 1, 1)","(0, 0, 0, 0)",0.2564309838067105
7,22,arima_011,6,"(0, 1, 1)","(0, 0, 0, 0)",0.1776080100907862
7,22,arima_011,7,"(0, 1, 1)","(0, 0, 0, 0)",0.14897615377154036
7,22,arima_011,8,"(0, 1, 1)","(0, 0, 0, 0)",0.34141359531544657
7,22,arima_011,9,"(0, 1, 1)","(0, 0, 0, 0)",0.24755694341234571
7,22,arima_011,10,"(0, 1, 1)","(0, 0, 0, 0)",0.33764790900970365
7,22,arima_011,11,"(0, 1, 1)","(0, 0, 0, 0)",0.2082659892126471
7,22,arima_011,12,"(0, 1, 1)","(0, 0, 0, 0)",0.2962059582712948
7,22,arima_012,1,"(0, 1, 2)","(0, 0, 0, 0)",0.24427455165119216
7,22,arima_012,2,"(0, 1, 2)","(0, 0, 0, 0)",0.2382628385812583
7,22,arima_012,3,"(0, 1, 2)","(0, 0, 0, 0)",0.18054879325313056
7,22,arima_012,4,"(0, 1, 2)","(0, 0, 0, 0)",0.28541356597413065
7,22,arima_012,5,"(0, 1, 2)","(0, 0, 0, 0)",0.25642010619351496
7,22,arima_012,6,"(0, 1, 2)","(0, 0, 0, 0)",0.1774365080574676
7,22,arima_012,7,"(0, 1, 2)","(0, 0, 0, 0)",0.1489438797287922
7,22,arima_012,8,"(0, 1, 2)","(0, 0, 0, 0)",0.3416358990202985
7,22,arima_012,9,"(0, 1, 2)","(0, 0, 0, 0)",0.2472315547804315
7,22,arima_012,10,"(0, 1, 2)","(0, 0, 0, 0)",0.34148485886678565
7,22,arima_012,11,"(0, 1, 2)","(0, 0, 0, 0)",0.20697143058850026
7,22,arima_012,12,"(0, 1, 2)","(0, 0, 0, 0)",0.29619032065397694
7,22,arima_112,1,"(1, 1, 2)","(0, 0, 0, 0)",0.2446519061502861
7,22,arima_112,2,"(1, 1, 2)","(0, 0, 0, 0)",0.23807237157065472
7,22,arima_112,3,"(1, 1, 2)","(0, 0, 0, 0)",0.1802938104027201
7,22,arima_112,4,"(1, 1, 2)","(0, 0, 0, 0)",0.2856469459769939
7,22,arima_112,5,"(1, 1, 2)","(0, 0, 0, 0)",0.25669130327454537
7,22,arima_112,6,"(1, 1, 2)","(0, 0, 0, 0)",0.17759970347305468
7,22,arima_112,7,"(1, 1, 2)","(0, 0, 0, 0)",0.14901733682505314
7,22,arima_112,8,"(1, 1, 2)","(0, 0, 0, 0)",0.3413646790663575
7,22,arima_112,9,"(1, 1, 2)","(0, 0, 0, 0)",0.24754086609022197
7,22,arima_112,10,"(1, 1, 2)","(0, 0, 0, 0)",0.3390557492897898
7,22,arima_112,11,"(1, 1, 2)","(0, 0, 0, 0)",0.20788378519765455
7,22,arima_112,12,"(1, 1, 2)","(0, 0, 0, 0)",0.2962254891608202
7,22,sarima_011_100_5,1,"(0, 1, 1)","(1, 0, 0, 5)",0.24065854481736562
7,22,sarima_011_100_5,2,"(0, 1, 1)","(1, 0, 0, 5)",0.23868596065002717
7,22,sarima_011_100_5,3,"(0, 1, 1)","(1, 0, 0, 5)",0.18458264749999395
7,22,sarima_011_100_5,4,"(0, 1, 1)","(1, 0, 0, 5)",0.28512909621255833
7,22,sarima_011_100_5,5,"(0, 1, 1)","(1, 0, 0, 5)",0.25733471393893365
7,22,sarima_011_100_5,6,"(0, 1, 1)","(1, 0, 0, 5)",0.17587524802162965
7,22,sarima_011_100_5,7,"(0, 1, 1)","(1, 0, 0, 5)",0.14936239848732172
7,22,sarima_011_100_5,8,"(0, 1, 1)","(1, 0, 0, 5)",0.34296304071758227
7,22,sarima_011_100_5,9,"(0, 1, 1)","(1, 0, 0, 5)",0.24653266018278178
7,22,sarima_011_100_5,10,"(0, 1, 1)","(1, 0, 0, 5)",0.3382022459233767
7,22,sarima_011_100_5,11,"(0, 1, 1)","(1, 0, 0, 5)",0.2047049636344004
7,22,sarima_011_100_5,12,"(0, 1, 1)","(1, 0, 0, 5)",0.29636562427144525
8,22,arima_011,1,"(0, 1, 1)","(0, 0, 0, 0)",0.27211736259388775
8,22,arima_011,2,"(0, 1, 1)","(0, 0, 0, 0)",0.42320859289817603
8,22,arima_011,3,"(0, 1, 1)","(0, 0, 0, 0)",0.09588560168788164
8,22,arima_011,4,"(0, 1, 1)","(0, 0, 0, 0)",0.40176745716852075
8,22,arima_011,5,"(0, 1, 1)","(0, 0, 0, 0)",0.3435975449070296
8,22,arima_011,6,"(0, 1, 1)","(0, 0, 0, 0)",0.08474737393877399
8,22,arima_011,7,"(0, 1, 1)","(0, 0, 0, 0)",0.2068134667713197
8,22,arima_011,8,"(0, 1, 1)","(0, 0, 0, 0)",0.19215226305590774
8,22,arima_011,9,"(0, 1, 1)","(0, 0, 0, 0)",0.11988949432726881
8,22,arima_011,10,"(0, 1, 1)","(0, 0, 0, 0)",0.11605129367924019
8,22,arima_011,11,"(0, 1, 1)","(0, 0, 0, 0)",0.1228136755989981
8,22,arima_011,12,"(0, 1, 1)","(0, 0, 0, 0)",0.10181542243607371
8,22,arima_111,1,"(1, 1, 1)","(0, 0, 0, 0)",0.27042638710276123
8,22,arima_111,2,"(1, 1, 1)","(0, 0, 0, 0)",0.4099730134692209
8,22,arima_111,3,"(1, 1, 1)","(0, 0, 0, 0)",0.09811328390459405
8,22,arima_111,4,"(1, 1, 1)","(0, 0, 0, 0)",0.39968792948799975
8,22,arima_111,5,"(1, 1, 1)","(0, 0, 0, 0)",0.3406261151923574
8,22,arima_111,6,"(1, 1, 1)","(0, 0, 0, 0)",0.0865207266999095
8,22,arima_111,7,"(1, 1, 1)","(0, 0, 0, 0)",0.20661054677553095
8,22,arima_111,8,"(1, 1, 1)","(0, 0, 0, 0)",0.18351933371670526
8,22,arima_111,9,"(1, 1, 1)","(0, 0, 0, 0)",0.12292600921756061
8,22,arima_111,10,"(1, 1, 1)","(0, 0, 0, 0)",0.11362621343804709
8,22,arima_111,11,"(1, 1, 1)","(0, 0, 0, 0)",0.12232285848978022
8,22,arima_111,12,"(1, 1, 1)","(0, 0, 0, 0)",0.10564734421555495
8,22,arima_113,1,"(1, 1, 3)","(0, 0, 0, 0)",0.27120090319021084
8,22,arima_113,2,"(1, 1, 3)","(0, 0, 0, 0)",0.40564918254547405
8,22,arima_113,3,"(1, 1, 3)","(0, 0, 0, 0)",0.09940302563711628
8,22,arima_113,4,"(1, 1, 3)","(0, 0, 0, 0)",0.39938983413434964
8,22,arima_113,5,"(1, 1, 3)","(0, 0, 0, 0)",0.34087519696808444
8,22,arima_113,6,"(1, 1, 3)","(0, 0, 0, 0)",0.08609934443691358
8,22,arima_113,7,"(1, 1, 3)","(0, 0, 0, 0)",0.20586006238020854
8,22,arima_113,8,"(1, 1, 3)","(0, 0, 0, 0)",0.1794933167186381
8,22,arima_113,9,"(1, 1, 3)","(0, 0, 0, 0)",0.12356109111667057
8,22,arima_113,10,"(1, 1, 3)","(0, 0, 0, 0)",0.11251418964209478
8,22,arima_113,11,"(1, 1, 3)","(0, 0, 0, 0)",0.12261285085863723
8,22,arima_113,12,"(1, 1, 3)","(0, 0, 0, 0)",0.10732256765855598
8,22,sarima_011_001_5,1,"(0, 1, 1)","(0, 0, 1, 5)",0.2707464876891879
8,22,sarima_011_001_5,2,"(0, 1, 1)","(0, 0, 1, 5)",0.42012950006404687
8,22,sarima_011_001_5,3,"(0, 1, 1)","(0, 0, 1, 5)",0.09590631193364606
8,22,sarima_011_001_5,4,"(0, 1, 1)","(0, 0, 1, 5)",0.3994536564433067
8,22,sarima_011_001_5,5,"(0, 1, 1)","(0, 0, 1, 5)",0.33987111158693073
8,22,sarima_011_001_5,6,"(0, 1, 1)","(0, 0, 1, 5)",0.08513190599072104
8,22,sarima_011_001_5,7,"(0, 1, 1)","(0, 0, 1, 5)",0.2045007704580806
8,22,sarima_011_001_5,8,"(0, 1, 1)","(0, 0, 1, 5)",0.1897853465312021
8,22,sarima_011_001_5,9,"(0, 1, 1)","(0, 0, 1, 5)",0.12145888492850204
8,22,sarima_011_001_5,10,"(0, 1, 1)","(0, 0, 1, 5)",0.11532309746275926
8,22,sarima_011_001_5,11,"(0, 1, 1)","(0, 0, 1, 5)",0.1232477417913209
8,22,sarima_011_001_5,12,"(0, 1, 1)","(0, 0, 1, 5)",0.10429756475631065
9,22,arima_011,1,"(0, 1, 1)","(0, 0, 0, 0)",0.14658042203364074
9,22,arima_011,2,"(0, 1, 1)","(0, 0, 0, 0)",0.3153805628030673
9,22,arima_011,3,"(0, 1, 1)","(0, 0, 0, 0)",0.1684255551306087
9,22,arima_011,4,"(0, 1, 1)","(0, 0, 0, 0)",0.3569144802139991
9,22,arima_011,5,"(0, 1, 1)","(0, 0, 0, 0)",0.3731270446518147
9,22,arima_011,6,"(0, 1, 1)","(0, 0, 0, 0)",0.12373899525257255
9,22,arima_011,7,"(0, 1, 1)","(0, 0, 0, 0)",0.3275658122798179
9,22,arima_011,8,"(0, 1, 1)","(0, 0, 0, 0)",0.13672239768086333
9,22,arima_011,9,"(0, 1, 1)","(0, 0, 0, 0)",0.1305374929193287
9,22,arima_011,10,"(0, 1, 1)","(0, 0, 0, 0)",0.08702456119559317
9,22,arima_011,11,"(0, 1, 1)","(0, 0, 0, 0)",0.09086428466976851
9,22,arima_011,12,"(0, 1, 1)","(0, 0, 0, 0)",0.13819558856730307
9,22,arima_013,1,"(0, 1, 3)","(0, 0, 0, 0)",0.15008797715020508
9,22,arima_013,2,"(0, 1, 3)","(0, 0, 0, 0)",0.31522169599951366
9,22,arima_013,3,"(0, 1, 3)","(0, 0, 0, 0)",0.187180757591946
9,22,arima_013,4,"(0, 1, 3)","(0, 0, 0, 0)",0.3556274666402847
9,22,arima_013,5,"(0, 1, 3)","(0, 0, 0, 0)",0.3786044650477837
9,22,arima_013,6,"(0, 1, 3)","(0, 0, 0, 0)",0.12243184903227584
9,22,arima_013,7,"(0, 1, 3)","(0, 0, 0, 0)",0.3299070372395484
9,22,arima_013,8,"(0, 1, 3)","(0, 0, 0, 0)",0.1360118923340443
9,22,arima_013,9,"(0, 1, 3)","(0, 0, 0, 0)",0.13123683775606682
9,22,arima_013,10,"(0, 1, 3)","(0, 0, 0, 0)",0.08620347003159887
9,22,arima_013,11,"(0, 1, 3)","(0, 0, 0, 0)",0.09086570805416537
9,22,arima_013,12,"(0, 1, 3)","(0, 0, 0, 0)",0.13990188912259247
9,22,arima_211,1,"(2, 1, 1)","(0, 0, 0, 0)",0.15015084769350848
9,22,arima_211,2,"(2, 1, 1)","(0, 0, 0, 0)",0.31535423115837047
9,22,arima_211,3,"(2, 1, 1)","(0, 0, 0, 0)",0.18476313116144424
9,22,arima_211,4,"(2, 1, 1)","(0, 0, 0, 0)",0.35584721296523514
9,22,arima_211,5,"(2, 1, 1)","(0, 0, 0, 0)",0.3781007867868171
9,22,arima_211,6,"(2, 1, 1)","(0, 0, 0, 0)",0.12168187088716778
9,22,arima_211,7,"(2, 1, 1)","(0, 0, 0, 0)",0.33077614933013416
9,22,arima_211,8,"(2, 1, 1)","(0, 0, 0, 0)",0.13591916039489094
9,22,arima_211,9,"(2, 1, 1)","(0, 0, 0, 0)",0.13090981056168924
9,22,arima_211,10,"(2, 1, 1)","(0, 0, 0, 0)",0.08618391674093213
9,22,arima_211,11,"(2, 1, 1)","(0, 0, 0, 0)",0.09111442030015214
9,22,arima_211,12,"(2, 1, 1)","(0, 0, 0, 0)",0.1408322260617612
9,22,arima_311,1,"(3, 1, 1)","(0, 0, 0, 0)",0.14464052907934788
9,22,arima_311,2,"(3, 1, 1)","(0, 0, 0, 0)",0.3148927514889207
9,22,arima_311,3,"(3, 1, 1)","(0, 0, 0, 0)",0.20459134974015317
9,22,arima_311,4,"(3, 1, 1)","(0, 0, 0, 0)",0.35382631904058587
9,22,arima_311,5,"(3, 1, 1)","(0, 0, 0, 0)",0.3764331868661864
9,22,arima_311,6,"(3, 1, 1)","(0, 0, 0, 0)",0.11628916404116771
9,22,arima_311,7,"(3, 1, 1)","(0, 0, 0, 0)",0.3338118742126442
9,22,arima_311,8,"(3, 1, 1)","(0, 0, 0, 0)",0.13708107204158423
9,22,arima_311,9,"(3, 1, 1)","(0, 0, 0, 0)",0.12790204816293982
9,22,arima_311,10,"(3, 1, 1)","(0, 0, 0, 0)",0.08622267998821956
9,22,arima_311,11,"(3, 1, 1)","(0, 0, 0, 0)",0.09088334083851221
9,22,arima_311,12,"(3, 1, 1)","(0, 0, 0, 0)",0.14148249907494145
10,22,arima_012,1,"(0, 1, 2)","(0, 0, 0, 0)",0.1047254705974354
10,22,arima_012,2,"(0, 1, 2)","(0, 0, 0, 0)",0.2192989677350917
10,22,arima_012,3,"(0, 1, 2)","(0, 0, 0, 0)",0.08413082942903646
10,22,arima_012,4,"(0, 1, 2)","(0, 0, 0, 0)",0.1487610817428769
10,22,arima_012,5,"(0, 1, 2)","(0, 0, 0, 0)",0.1544213262178424
10,22,arima_012,6,"(0, 1, 2)","(0, 0, 0, 0)",0.16485930774572136
10,22,arima_012,7,"(0, 1, 2)","(0, 0, 0, 0)",0.09400640883289495
10,22,arima_012,8,"(0, 1, 2)","(0, 0, 0, 0)",0.10321287355702452
10,22,arima_012,9,"(0, 1, 2)","(0, 0, 0, 0)",0.0781509282883538
10,22,arima_012,10,"(0, 1, 2)","(0, 0, 0, 0)",0.12250341516497366
10,22,arima_012,11,"(0, 1, 2)","(0, 0, 0, 0)",0.09229306785521159
10,22,arima_012,12,"(0, 1, 2)","(0, 0, 0, 0)",0.09745451976761298
10,22,sarima_012_002_5,1,"(0, 1, 2)","(0, 0, 2, 5)",0.10304598787359591
10,22,sarima_012_002_5,2,"(0, 1, 2)","(0, 0, 2, 5)",0.2144735668979927
10,22,sarima_012_002_5,3,"(0, 1, 2)","(0, 0, 2, 5)",0.08316641961656586
10,22,sarima_012_002_5,4,"(0, 1, 2)","(0, 0, 2, 5)",0.14870059941792657
10,22,sarima_012_002_5,5,"(0, 1, 2)","(0, 0, 2, 5)",0.15477042974469327
10,22,sarima_012_002_5,6,"(0, 1, 2)","(0, 0, 2, 5)",0.17688808010965462
10,22,sarima_012_002_5,7,"(0, 1, 2)","(0, 0, 2, 5)",0.09254200741120473
10,22,sarima_012_002_5,8,"(0, 1, 2)","(0, 0, 2, 5)",0.1031450542295571
10,22,sarima_012_002_5,9,"(0, 1, 2)","(0, 0, 2, 5)",0.07653292111164801
10,22,sarima_012_002_5,10,"(0, 1, 2)","(0, 0, 2, 5)",0.12174374020387577
10,22,sarima_012_002_5,11,"(0, 1, 2)","(0, 0, 2, 5)",0.0918797168285957
10,22,sarima_012_002_5,12,"(0, 1, 2)","(0, 0, 2, 5)",0.09824262937457685
11,22,arima_111,1,"(1, 1, 1)","(0, 0, 0, 0)",0.9854037294535197
11,22,arima_111,2,"(1, 1, 1)","(0, 0, 0, 0)",1.4941618235989533
11,22,arima_111,3,"(1, 1, 1)","(0, 0, 0, 0)",0.13106925943505293
11,22,arima_111,4,"(1, 1, 1)","(0, 0, 0, 0)",0.22369468597060096
11,22,arima_111,5,"(1, 1, 1)","(0, 0, 0, 0)",0.3539385547603393
11,22,arima_111,6,"(1, 1, 1)","(0, 0, 0, 0)",0.08064916386212209
11,22,arima_111,7,"(1, 1, 1)","(0, 0, 0, 0)",0.24164924658533318
11,22,arima_111,8,"(1, 1, 1)","(0, 0, 0, 0)",0.14863673580754064
11,22,arima_111,9,"(1, 1, 1)","(0, 0, 0, 0)",0.18265568662741785
11,22,arima_111,10,"(1, 1, 1)","(0, 0, 0, 0)",0.14422116824641043
11,22,arima_111,11,"(1, 1, 1)","(0, 0, 0, 0)",0.45031593889265636
11,22,arima_111,12,"(1, 1, 1)","(0, 0, 0, 0)",1.5398059367949932
11,22,sarima_111_001_5,1,"(1, 1, 1)","(0, 0, 1, 5)",0.9814611351932723
11,22,sarima_111_001_5,2,"(1, 1, 1)","(0, 0, 1, 5)",1.4351753730716612
11,22,sarima_111_001_5,3,"(1, 1, 1)","(0, 0, 1, 5)",0.135104406830805
11,22,sarima_111_001_5,4,"(1, 1, 1)","(0, 0, 1, 5)",0.22462100997217913
11,22,sarima_111_001_5,5,"(1, 1, 1)","(0, 0, 1, 5)",0.34818604101070705
11,22,sarima_111_001_5,6,"(1, 1, 1)","(0, 0, 1, 5)",0.07960070855467181
11,22,sarima_111_001_5,7,"(1, 1, 1)","(0, 0, 1, 5)",0.24827715571223014
11,22,sarima_111_001_5,8,"(1, 1, 1)","(0, 0, 1, 5)",0.14833265021362124
11,22,sarima_111_001_5,9,"(1, 1, 1)","(0, 0, 1, 5)",0.17759130440067553
11,22,sarima_111_001_5,10,"(1, 1, 1)","(0, 0, 1, 5)",0.14710694796008364
11,22,sarima_111_001_5,11,"(1, 1, 1)","(0, 0, 1, 5)",0.45154202999098203
11,22,sarima_111_001_5,12,"(1, 1, 1)","(0, 0, 1, 5)",1.528805352831835
11,22,sarima_112_001_5,1,"(1, 1, 2)","(0, 0, 1, 5)",0.9802661634947338
11,22,sarima_112_001_5,2,"(1, 1, 2)","(0, 0, 1, 5)",1.360102595852284
11,22,sarima_112_001_5,3,"(1, 1, 2)","(0, 0, 1, 5)",0.16988030928242803
11,22,sarima_112_001_5,4,"(1, 1, 2)","(0, 0, 1, 5)",0.24610770015414776
11,22,sarima_112_001_5,5,"(1, 1, 2)","(0, 0, 1, 5)",0.3585789131013268
11,22,sarima_112_001_5,6,"(1, 1, 2)","(0, 0, 1, 5)",0.13809453658944806
11,22,sarima_112_001_5,7,"(1, 1, 2)","(0, 0, 1, 5)",0.1895601561353719
11,22,sarima_112_001_5,8,"(1, 1, 2)","(0, 0, 1, 5)",0.1492276680115001
11,22,sarima_112_001_5,9,"(1, 1, 2)","(0, 0, 1, 5)",0.1352457816707886
11,22,sarima_112_001_5,10,"(1, 1, 2)","(0, 0, 1, 5)",0.12520936658140347
11,22,sarima_112_001_5,11,"(1, 1, 2)","(0, 0, 1, 5)",0.4860010516497928
11,22,sarima_112_001_5,12,"(1, 1, 2)","(0, 0, 1, 5)",1.7441794894282516
11,22,sarima_112_100_5,1,"(1, 1, 2)","(1, 0, 0, 5)",0.9776223638211975
11,22,sarima_112_100_5,2,"(1, 1, 2)","(1, 0, 0, 5)",0.582813192937496
11,22,sarima_112_100_5,3,"(1, 1, 2)","(1, 0, 0, 5)",0.1686891158215092
11,22,sarima_112_100_5,4,"(1, 1, 2)","(1, 0, 0, 5)",0.24519373167811417
11,22,sarima_112_100_5,5,"(1, 1, 2)","(1, 0, 0, 5)",0.3598179794215625
11,22,sarima_112_100_5,6,"(1, 1, 2)","(1, 0, 0, 5)",0.13751972293851064
11,22,sarima_112_100_5,7,"(1, 1, 2)","(1, 0, 0, 5)",0.19114066350540468
11,22,sarima_112_100_5,8,"(1, 1, 2)","(1, 0, 0, 5)",0.1471686929103824
11,22,sarima_112_100_5,9,"(1, 1, 2)","(1, 0, 0, 5)",0.13670569512876615
11,22,sarima_112_100_5,10,"(1, 1, 2)","(1, 0, 0, 5)",0.12537203445794748
11,22,sarima_112_100_5,11,"(1, 1, 2)","(1, 0, 0, 5)",0.48606068046673656
11,22,sarima_112_100_5,12,"(1, 1, 2)","(1, 0, 0, 5)",1.7451713351469902
12,22,arima_201,1,"(2, 0, 1)","(0, 0, 0, 0)",0.9990780884573864
12,22,arima_201,2,"(2, 0, 1)","(0, 0, 0, 0)",1.4762118548470897
12,22,arima_201,3,"(2, 0, 1)","(0, 0, 0, 0)",1.8521361911584802
12,22,arima_201,4,"(2, 0, 1)","(0, 0, 0, 0)",1.1084169203246004
12,22,arima_201,5,"(2, 0, 1)","(0, 0, 0, 0)",1.5651570780426098
12,22,arima_201,6,"(2, 0, 1)","(0, 0, 0, 0)",1.116153373057218
12,22,arima_201,7,"(2, 0, 1)","(0, 0, 0, 0)",1.1485243968668195
12,22,arima_201,8,"(2, 0, 1)","(0, 0, 0, 0)",1.298749431160256
12,22,arima_201,9,"(2, 0, 1)","(0, 0, 0, 0)",1.0281374585237737
12,22,arima_201,10,"(2, 0, 1)","(0, 0, 0, 0)",0.9019699276149691
12,22,arima_201,11,"(2, 0, 1)","(0, 0, 0, 0)",0.6669099015542305
12,22,arima_201,12,"(2, 0, 1)","(0, 0, 0, 0)",1.3684712006720992
12,22,arima_400,1,"(4, 0, 0)","(0, 0, 0, 0)",1.434795890770584
12,22,arima_400,2,"(4, 0, 0)","(0, 0, 0, 0)",1.4412356568066615
12,22,arima_400,3,"(4, 0, 0)","(0, 0, 0, 0)",0.6888919382126929
12,22,arima_400,4,"(4, 0, 0)","(0, 0, 0, 0)",0.2727272727272727
12,22,arima_400,5,"(4, 0, 0)","(0, 0, 0, 0)",1.447369967033479
12,22,arima_400,6,"(4, 0, 0)","(0, 0, 0, 0)",1.5922271886945338
12,22,arima_400,7,"(4, 0, 0)","(0, 0, 0, 0)",1.3220031379681767
12,22,arima_400,8,"(4, 0, 0)","(0, 0, 0, 0)",1.508189850937422
12,22,arima_400,9,"(4, 0, 0)","(0, 0, 0, 0)",1.5078235278638488
12,22,arima_400,10,"(4, 0, 0)","(0, 0, 0, 0)",1.2911987051442366
12,22,arima_400,11,"(4, 0, 0)","(0, 0, 0, 0)",1.3257526558223756
12,22,arima_400,12,"(4, 0, 0)","(0, 0, 0, 0)",1.4850023005467632
12,22,arima_500,1,"(5, 0, 0)","(0, 0, 0, 0)",1.4711934987148172
12,22,arima_500,2,"(5, 0, 0)","(0, 0, 0, 0)",1.6044290674021608
12,22,arima_500,3,"(5, 0, 0)","(0, 0, 0, 0)",1.0913339751439448
12,22,arima_500,4,"(5, 0, 0)","(0, 0, 0, 0)",0.2727272727272727
12,22,arima_500,5,"(5, 0, 0)","(0, 0, 0, 0)",1.475309172519926
